iter	RMSE
0	0.1859808323
1	0.180124044
2	0.1747570263
3	0.1697338162
4	0.1649689329
5	0.1608161034
6	0.1566243754
7	0.1525689526
8	0.1486820327
9	0.1451059614
10	0.1416533396
11	0.1387601874
12	0.1359523754
13	0.133366194
14	0.1310636402
15	0.1285905222
16	0.1265511633
17	0.1246771319
18	0.1227340186
19	0.1205848445
20	0.1190229683
21	0.1170921128
22	0.1151857623
23	0.113649806
24	0.1120390661
25	0.1105521159
26	0.1091444417
27	0.1080119211
28	0.1068334106
29	0.1057621453
30	0.1044360009
31	0.103247509
32	0.1021956351
33	0.1014517429
34	0.1006046367
35	0.0999076083
36	0.09906673242
37	0.09838280205
38	0.09760025724
39	0.09691340448
40	0.09621296952
41	0.09552422117
42	0.09504546264
43	0.09453693861
44	0.09399830101
45	0.09327934337
46	0.09285578153
47	0.09220983942
48	0.09166128736
49	0.09123583401
50	0.09080862583
51	0.09027284755
52	0.08986847533
53	0.08962259308
54	0.08935749795
55	0.08902928634
56	0.08859552068
57	0.08831364877
58	0.08798985758
59	0.08777963536
60	0.08752093233
61	0.08728999576
62	0.08705342065
63	0.08659755456
64	0.08639846183
65	0.08620688744
66	0.08599424385
67	0.08586048191
68	0.08556051376
69	0.08541491533
70	0.08518165474
71	0.0849712308
72	0.08470657412
73	0.08453514834
74	0.08436071767
75	0.08422558995
76	0.08405909288
77	0.0838833393
78	0.08359670499
79	0.08313933994
80	0.08263743937
81	0.08248897389
82	0.08231387007
83	0.08216646814
84	0.08188205954
85	0.0817079793
86	0.08155266081
87	0.08124118543
88	0.0810363374
89	0.08093217931
90	0.08083909126
91	0.08052130134
92	0.08040088642
93	0.08031158044
94	0.08018480935
95	0.08009880275
96	0.07995087004
97	0.07984936154
98	0.07968769379
99	0.0793388607
100	0.07917127059
101	0.07908567677
102	0.07901605423
103	0.07887719164
104	0.07879689383
105	0.07869055063
106	0.07861207213
107	0.07848772405
108	0.07831377335
109	0.07814074378
110	0.07801815671
111	0.07795568387
112	0.07772901349
113	0.07769051005
114	0.0775097396
115	0.07731206671
116	0.07718719415
117	0.07710681842
118	0.07696090305
119	0.07676251119
120	0.07664616692
121	0.07651729249
122	0.07646347137
123	0.07638347463
124	0.07626138636
125	0.0761409089
126	0.07600502764
127	0.07591096378
128	0.07582459511
129	0.07566797556
130	0.07558604564
131	0.07552054551
132	0.07530584977
133	0.07520079486
134	0.07505518334
135	0.07493653993
136	0.07483280615
137	0.07473617673
138	0.0746460623
139	0.07455796936
140	0.07450321564
141	0.07444732831
142	0.07436513173
143	0.07424098697
144	0.07412275286
145	0.07398845463
146	0.07389391679
147	0.0738159062
148	0.07363578752
149	0.07358305137
150	0.07344200874
151	0.0733408946
152	0.07317674593
153	0.07308819657
154	0.07300510108
155	0.07291296717
156	0.07286568502
157	0.07275767061
158	0.07270782871
159	0.0726308805
160	0.07255406178
161	0.07247104718
162	0.07237602169
163	0.07225219832
164	0.07219672707
165	0.07210874184
166	0.07197745931
167	0.0719224278
168	0.07182047494
169	0.0717448427
170	0.07168240476
171	0.0715958917
172	0.07157151181
173	0.07148656659
174	0.07136733729
175	0.07123634478
176	0.07114498981
177	0.07106150328
178	0.07097155839
179	0.07090417653
180	0.07084182767
181	0.07075821609
182	0.07068483573
183	0.07059968957
184	0.07051990159
185	0.07041774091
186	0.07028604468
187	0.0702672045
188	0.07018613634
189	0.07009780783
190	0.06996860166
191	0.06981979987
192	0.06975365194
193	0.06966233926
194	0.06960596894
195	0.06951875004
196	0.06946666255
197	0.06938940424
198	0.06932754683
199	0.0692510527
200	0.06915863357
201	0.06911923888
202	0.06905476963
203	0.06899537015
204	0.06889713744
205	0.0688160138
206	0.06877597413
207	0.06868513076
208	0.06856074888
209	0.06846712284
210	0.06836823756
211	0.06829866701
212	0.06827279206
213	0.06817915125
214	0.06810711349
215	0.06802439016
216	0.06798701127
217	0.06791682283
218	0.06783831585
219	0.06777780018
220	0.06772341787
221	0.06768202163
222	0.06762469256
223	0.06754606718
224	0.06746569531
225	0.06738485461
226	0.0673085564
227	0.06724822211
228	0.06716449422
229	0.06711036179
230	0.06707616126
231	0.06701546331
232	0.06692921319
233	0.06684440594
234	0.06678292329
235	0.06666152079
236	0.06661204991
237	0.06656474698
238	0.06650595311
239	0.06646211097
240	0.06639834573
241	0.06632617773
242	0.06622596064
243	0.0661501979
244	0.06609840808
245	0.06604816099
246	0.06598985066
247	0.06590011423
248	0.06585042554
249	0.06583373734
250	0.06578634294
251	0.06573026819
252	0.06567519938
253	0.06559893113
254	0.06553684431
255	0.06545196347
256	0.06539776337
257	0.06533478575
258	0.06532370244
259	0.0652721843
260	0.06520941283
261	0.06515169464
262	0.06511936064
263	0.06506460788
264	0.06494531282
265	0.06487497225
266	0.06481166446
267	0.06476706152
268	0.06469857114
269	0.064642234
270	0.06460435479
271	0.06455992633
272	0.06452541983
273	0.06447548145
274	0.06442008484
275	0.06431962335
276	0.06425453069
277	0.06419281675
278	0.06415212559
279	0.06413231554
280	0.06406595413
281	0.06400717599
282	0.0639535644
283	0.06386543476
284	0.06381652773
285	0.06375769703
286	0.06369030695
287	0.06366817692
288	0.06357322369
289	0.06350601432
290	0.06349546904
291	0.06342057407
292	0.06340928316
293	0.06333345153
294	0.06326011452
295	0.06319980564
296	0.06314870377
297	0.06310890902
298	0.06306510244
299	0.0629927488
300	0.06291461198
301	0.06287312556
302	0.06283115896
303	0.06281329973
304	0.06276505216
305	0.062695756
306	0.06261829541
307	0.06256477912
308	0.06251963146
309	0.06244183269
310	0.0623921418
311	0.06231727294
312	0.06227959469
313	0.06221774641
314	0.06218765423
315	0.06213848072
316	0.06211564322
317	0.06204566492
318	0.06202321013
319	0.06201834101
320	0.06195159028
321	0.06190778837
322	0.06184877266
323	0.06181160729
324	0.06176547884
325	0.06169913835
326	0.06166448249
327	0.06158291694
328	0.06154149671
329	0.06149742079
330	0.06144573792
331	0.06141094081
332	0.06136657337
333	0.06132387582
334	0.0612650986
335	0.06119091483
336	0.0611088522
337	0.06106017451
338	0.06102016602
339	0.06098914799
340	0.0609846067
341	0.06094247818
342	0.06089940038
343	0.06084056448
344	0.06080331104
345	0.06078612712
346	0.06071017907
347	0.06067054938
348	0.06060441942
349	0.06055527964
350	0.06049046943
351	0.06043057488
352	0.06037399391
353	0.06037008624
354	0.06033146589
355	0.06028779101
356	0.06022557232
357	0.06015923112
358	0.0600706053
359	0.06001348905
360	0.05998630447
361	0.05995681052
362	0.05991803503
363	0.05988046324
364	0.05987007639
365	0.05981501879
366	0.05973864554
367	0.05968974372
368	0.05964677719
369	0.05960884104
370	0.05957275439
371	0.05952796138
372	0.05948913266
373	0.05945683133
374	0.0594211847
375	0.05935464783
376	0.05931281998
377	0.05928443587
378	0.05921010353
379	0.05913934152
380	0.05913655822
381	0.05907609751
382	0.05904997922
383	0.05900154059
384	0.05894806719
385	0.05891925783
386	0.05885535513
387	0.05880136236
388	0.05877219803
389	0.05874750652
390	0.05870656714
391	0.05869397671
392	0.05865910316
393	0.0586213097
394	0.0585970942
395	0.05855897921
396	0.05851365212
397	0.05845067407
398	0.05841493402
399	0.05838210577
400	0.05834445905
401	0.05830867514
402	0.05825791465
403	0.05819599188
404	0.05815790556
405	0.05813768726
406	0.05810081162
407	0.05807167318
408	0.05802983295
409	0.05799348783
410	0.05795038352
411	0.0578924926
412	0.05785633656
413	0.05781276121
414	0.05774965964
415	0.05770024515
416	0.05764196642
417	0.05758335313
418	0.05756597286
419	0.05752273649
420	0.05748469414
421	0.05744121738
422	0.0573904884
423	0.05733711772
424	0.0572779861
425	0.05724698399
426	0.05719710113
427	0.0571546485
428	0.05712938925
429	0.057087431
430	0.05705859233
431	0.05701549198
432	0.0569743371
433	0.05692732049
434	0.05688665584
435	0.05685747118
436	0.05682800447
437	0.05681515684
438	0.05677067325
439	0.05674045666
440	0.05667662113
441	0.05663495448
442	0.05659341822
443	0.0565476682
444	0.05650131482
445	0.05646621042
446	0.05644120666
447	0.05637359148
448	0.0562843573
449	0.05624984198
450	0.05621992993
451	0.05619277048
452	0.05613583918
453	0.05609952109
454	0.05607538514
455	0.05604560253
456	0.05600916424
457	0.05598816887
458	0.05594876545
459	0.05592235131
460	0.0558652154
461	0.05582639815
462	0.05578981318
463	0.05576312915
464	0.05572559911
465	0.05565810051
466	0.05563115595
467	0.05560165027
468	0.05556096785
469	0.05552250832
470	0.05547368738
471	0.05544113014
472	0.05541081074
473	0.05538727565
474	0.05536461364
475	0.0553325506
476	0.05531240834
477	0.05525983788
